,nombre,Ciudad,Departamento,Pais,descripcion,latitud,longitud
403,Comidas Rápidas Maxi Pan Y Punto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1567352,-75.37164609999999
404,Restaurante Riko Priko,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante, Comida rápida</span>",6.146857799999999,-75.3796381
405,Restaurante Rio Negro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153513299999999,-75.3727321
406,Shawarma El Chamo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1303964,-75.3796934
407,Taberna Punto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129026,-75.380068
408,Taberna Bar Pa' Lo Alto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.130291,-75.380528
409,Compras El Mejor Precio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.156825,-75.37091199999999
410,.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, China</span>",6.149018799999999,-75.3789523
411,Restaurante - Bar Mis Caprichos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.1257448,-75.4191671
412,Palmavilla Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.127393199999999,-75.4158236
413,Las Ricuras De La Abuela,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1251663,-75.42201969999999
414,La Taqueria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1462021,-75.3793792
415,Pizzería Mansarda,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.154453999999999,-75.372541
416,Wings Station,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1366215,-75.38930839999999
417,The Celler,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.1474918,-75.37857389999999
418,Licorería Liquor Blue,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149115,-75.386184
419,Restaurante La Finca,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.158933999999999,-75.369716
420,LE'MIAN HandRoll's,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>",6.146464,-75.38866809999999
421,Alan's Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1821392,-75.3915773
422,Los Totos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1288747,-75.381695
423,El mirador de jimmy,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1852206,-75.4088766
424,LA HAMBURGUESERÍA ARTESANAL,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1559316,-75.3761883
425,Sushi Market,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Sushi</span>",6.1228565,-75.4253754
426,Di cappella restaurante italiano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>",6.131257799999999,-75.399262
427,D'burgers,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1311378,-75.3802828
428,Il Forno Colombia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>",6.1475138,-75.37814709999999
429,Mar y Fuego,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.136921999999999,-75.3911333
430,Mezza Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.1469762,-75.3796354
431,Comida Rápida San Antonio Papitas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.129383,-75.38002
432,Comidas Rápidas Trigo Mar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.157705,-75.370586
433,Brosty Asados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153309,-75.374844
434,Comidas El Bizcocho,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.155422,-75.372123
435,Ópera Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.151459,-75.373485
436,Restaurante San Miguel,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.154656,-75.373209
437,Como Caído del Cielo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1403288,-75.3787746
438,Elidelicias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1497866,-75.38539709999999
439,Restaurante Ebano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1726144,-75.4354965
440,Cafeteria Yrestaurante Laureles,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Cafetería</span>",6.158992899999999,-75.3723002
441,Restaurante La Casita de Pola,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1487382,-75.3903615
442,LOS VERDES DE RIONEGRO,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147712299999999,-75.37874029999999
443,360 Rio Sabor Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1647152,-75.3738815
444,LA TAQUERIA MEXICAN FOOD,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante</span>",6.131181799999999,-75.3987551
445,Santa Leña,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1242945,-75.42109959999999
446,Restaurante la Ruta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.142179500000001,-75.3730831
447,Cuatrimoteando Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1502506,-75.41966839999999
448,La Pizzerìa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1484054,-75.3864557
449,Restaurante Bar Noa Noa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.128742,-75.3797688
450,Restaurante el buen gusto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1542144,-75.3705052
451,Paninos Llanogrande - Antioquia.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.124664399999999,-75.4231096
452,Mr. Bruno Hot dogs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1382876,-75.3849659
453,Las Mil y una noches Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.1279469,-75.3820088
454,Delicias Niña Fanny,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148119899999999,-75.39617500000001
455,Filipino Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1680459,-75.33711339999999
456,Pataconiando Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1501226,-75.39305940000001
457,La Gaufrette,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Postres, Restaurante</span>",6.1510345,-75.391064
458,Pizza Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1298137,-75.3814526
459,El Rancho De Juanda Uco.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1557529,-75.375947
460,Comidas Rápidas Viernes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.129063899999999,-75.38005799999999
461,Restaurante Cítrico Crossover Lounch,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.148384,-75.386465
462,Milán Bar Y Pizzería,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Pub y bar, Restaurante, Comida rápida</span>",6.154556899999999,-75.37325799999999
463,El Paisa Asados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa</span>",6.15564,-75.373135
464,Asadero Brost Y Pan,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153205,-75.37316
465,Paliqueso Empanada Chilena,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153186,-75.37335
466,Pepitos6,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
467,Carbon & Parrilla Restaurante - Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Barbacoa, Restaurante, Parrilla</span>",6.165026999999999,-75.37382339999999
468,Piña Karaoke,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Pub y bar</span>",6.1550313,-75.37393270000001
469,Supermercado Las Margaritas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.127999,-75.381908
470,Santa Ana Sandwich & Burguer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1311529,-75.3813961
471,Mr. Bruno,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1382876,-75.3849659
472,Kekomo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.149018799999999,-75.3789523
473,Sector7G Drinks & Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Pub y bar</span>",6.153513299999999,-75.3727321
474,Mar y Tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.155259099999999,-75.3723512
475,PUNTO CALIENTE sazón y sabor,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
476,Mis carnes parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.1797713,-75.4347313
477,Mar y Tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.155259099999999,-75.3723512
478,STUNT FOOD,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1480008,-75.38612189999999
479,"Pasteles De Pollo, Empanadas Deliciosos.",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.185961499999999,-75.377324
480,restaurante Emparepas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148291599999999,-75.38640149999999
481,The Rib House By Rio Vio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>",6.149018799999999,-75.3789523
482,Barlovento PIZZA BAR,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Pizzería, Restaurante</span>",6.1568665,-75.3748042
483,Soccer Center,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.173581,-75.433007
484,The RIB House,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.1368,-75.39099499999999
485,Martinika,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.131307199999999,-75.3813923
486,Bar Tequilazo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.149145,-75.38691299999999
487,Restaurante Rincón Típico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.157347,-75.369801
488,Taberna La Mulada,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152827,-75.36345399999999
489,Restaurante Las Acacias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153893000000001,-75.37528999999999
490,Restaurante La Terminal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.151178,-75.37315199999999
491,Restaurante El Diamante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.158449,-75.370752
492,Granero Tres Esquinas El Pelón,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152103899999999,-75.37785699999999
493,Maqui,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153353399999999,-75.3705605
494,Brasas y brosty,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154020099999999,-75.3744349
495,Restaurante El Único,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1589488,-75.36975679999999
496,La Maizalera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1489249,-75.3865507
497,Dulce parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.1478139,-75.3827952
498,Antojería Burger and Beer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.1253799,-75.4233624
499,Deli Alitas Express Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1490472,-75.3880401
500,Herrero restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1268666,-75.42168749999999
501,4&CO by Los Valles Deshidratados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130969200000001,-75.3988178
502,Sabrosuras del Mar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1538514,-75.3739511
503,World Famous BBQ Smoken Ribs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.1368,-75.39099499999999
504,Huellas paisas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.150497,-75.3921048
505,Templo de los Ricos Pasteles,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149187100000001,-75.3860593
506,Restaurante Ahora Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.155214,-75.37212
507,Restaurante Ricuras de La 47,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152101,-75.374099
508,Charcutería La Esquina,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1258551,-75.4197787
509,Restaurante Maná,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154775,-75.370644
510,Restaurante Don Tomás,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.157018000000001,-75.370139
511,Bar Córdoba,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.154416899999999,-75.37421599999999
512,Comidas Club Social Torremolino,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Club, Restaurante</span>",6.154796,-75.37404599999999
513,Bar Bilbao,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.148475899999999,-75.386346
514,Bar V 5to,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129132999999999,-75.380055
515,Bar Drinks And More,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129275,-75.380038
516,Bar Club Social Géminis,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Club, Restaurante</span>",6.1478,-75.3866479
517,Granero El Planito,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.150022,-75.39577899999999
518,Licorería La Favorita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.156035,-75.371253
519,Carnicería Gusto Carnes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.127830899999999,-75.382296
520,Compras El Revolcón Distri,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155964,-75.37062399999999
521,Bar Equinoccio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.155108999999999,-75.373961
522,Bar Centro Social La Caponera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.153531999999999,-75.37533800000001
523,Donde Julio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155049399999999,-75.3732139
524,ORIGAMI SUSHI,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>",6.1644376,-75.3688291
525,So Happy Más,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1471325,-75.3779047
526,Ramirez Arana Catering,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.175585799999999,-75.4281127
527,Backenballs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1530607,-75.373882
528,Sabor latino,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1500759,-75.3855623
529,La Wafflera San Antonio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1300956,-75.3805821
530,Wild Wings & Co,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.131181199999999,-75.3989734
531,Kokoriko C.C. San Nicolás,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147104,-75.3783109
532,Time Out Sports Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar</span>",6.172835999999999,-75.5869637
533,"Pike Pizzeria, Cocina Italiana.",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Italiana</span>",6.1274188,-75.3825872
534,Restaurante El Potrero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.1295742,-75.38072609999999
535,Frutinal S.A.S,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1881571,-75.5798404
536,Bistro Paisa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1539794,-75.3726221
537,Counter Culture,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1320559,-75.3996474
538,Anditos BBQ (Authentic Southern BBQ),Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.1383369,-75.38508209999999
539,The Burger Company,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1480008,-75.38612189999999
540,Media Luna San Antonio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130000000000001,-75.3802778
541,Gastro Art,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1470023,-75.37954669999999
542,Sea Paradise,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1597038,-75.4121625
543,El Chef Polo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155291099999999,-75.3720293
544,D´elihelatto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148685899999999,-75.3684923
545,Restaurante Costeño Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1408358,-75.3787806
546,Dulce Mañana De Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.130126199999999,-75.3805849
547,Juanchos Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.151906100000001,-75.3772899
548,Sabores gourmet fast food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1553358,-75.3719026
549,Comidas Rapidas Y Asados Lenox,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1284933,-75.381357
550,“Paninos” Sandwich & Cafe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.124664399999999,-75.4231096
551,Sabor paisa panadería y restaurante.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1605595,-75.36894730000002
552,J&C Delicias Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.144837,-75.375085
553,RESTAURANTE DELICIAS DE DOÑA OTTI,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130605699999999,-75.3832505
554,Catando cafe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.149062499999999,-75.36898699999999
555,BURGUÉS GOURMET,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.144837,-75.375085
556,Delimaná,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1530607,-75.373882
557,Fusioncaferestaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148309800000001,-75.3868473
558,Special Cakes Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Postres, Restaurante</span>",6.1243931,-75.4204827
559,Kaboom Fast Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1480008,-75.38612189999999
560,Queen's Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.136703199999999,-75.3915901
561,Queen’sfood,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1572038,-75.371272
562,Las Fritas San Antonio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1295157,-75.3805986
563,Cipriani no oficial,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.138371999999999,-75.3851725
564,Paladar de Reyes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154415999999999,-75.372945
565,Tamales Jose,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.127492600000001,-75.3825332
566,Donde Quieras,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Cafetería</span>",6.153550399999999,-75.373938
567,Bulevar Cafe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.1524633,-75.37483890000001
568,Tres burguer n' ribs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1287496,-75.3812343
569,Entrecorte restaurante parrilla express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Parrilla, Barbacoa, Pub y bar, Restaurante</span>",6.1530849,-75.4087579
570,DONER MIX,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148675,-75.38633999999999
571,Licorera Tabaco Y Caney,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154495,-75.37248199999999
572,Bar Santelmo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.1301923,-75.3797836
573,Bar Voces de Antaño,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.155056999999999,-75.373986
574,Almacén Multicompras,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153253900000001,-75.372698
575,Bar La Campiña,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.15458,-75.374965
576,Licorería Licolarte,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129347999999999,-75.380027
577,Cigarrería Don Pepe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152682,-75.373526
578,Supercarnes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153371,-75.371768
579,Discoteca Bar Juanes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Club, Restaurante</span>",6.154699,-75.374084
580,Tienda La Flor del Alba,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.151957899999999,-75.376173
581,Restaurante Industriales,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.157324,-75.368726
582,Rancho Bar Los Estribos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129698899999999,-75.380726
583,Lácteos Y Cárnicos Mar Azul,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.12913,-75.380135
584,Restaurante La Salud,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.158259999999999,-75.371027
585,Taberna Cheroky Kyn,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.148377,-75.38676699999999
586,Compras Autoservicio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.156772999999999,-75.371517
587,Portillo Restaurant,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.136703199999999,-75.3915901
588,Parrilla y sabor,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Parrilla, Restaurante</span>",6.148788199999999,-75.3958396
589,Canela Flowers Coffee,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante</span>",6.1275716,-75.380758
590,Don Antonio Café,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante, Café</span>",6.1308264,-75.3804068
591,El Punto Saludable Ríonegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153171899999999,-75.4058969
592,Panaderia Gualanday,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1383423,-75.3847021
593,Crispan Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Postres, Restaurante</span>",6.1540491,-75.3744359
594,El encanto sabor y frescura natural,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153226,-75.372862
595,Restaurantes en Rionegro y Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Pub y bar, Restaurante</span>",6.1244352,-75.423408
596,La Casa del Pan De Queso,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154307999999999,-75.370707
597,Fonda El Portal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.128807999999999,-75.381179
598,Food Magic JC,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.148319799999999,-75.3863932
599,sabor PIZZA,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1557284,-75.3759408
600,Lazzaruspizzas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.157113,-75.3728598
601,Pizzas happy,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.158059499999999,-75.372626
602,Sushi Market,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>",6.1228565,-75.4253754
603,El Sabor que te Encanta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1491016,-75.3681198
604,Papa John's Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Comida rápida, Restaurante</span>",6.116611,-75.4234616
605,Domino's Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Comida rápida, Restaurante</span>",6.1507711,-75.3908781
606,Presto Rgn Aerp Jose M,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1707937,-75.4275863
607,Caliche Ceviche,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.2302126,-75.5701528
